#OTU ID	M04754
OTU8213	41
OTU20940	311
OTU14812	5
OTU21921	2
OTU4762	61
OTU11977	69
OTU2841	128
OTU13328	35
OTU13665	7
OTU22672	35
OTU6235	37
OTU18440	33
OTU8796	47
OTU18694	59
OTU8734	36
OTU24188	4
OTU18959	9
OTU24906	9
OTU13031	17
OTU17826	9
OTU11477	12
OTU7576	22
OTU7185	178
OTU17304	58
OTU11902	17
OTU6214	38
OTU17495	5
OTU9393	13
OTU22115	8
OTU9994	11
OTU24272	79
OTU9985	60
OTU7449	75
OTU9319	20
OTU8439	32
OTU17754	23
OTU10546	23
OTU6953	52
OTU17496	42
OTU25930	52
OTU11886	10
OTU6264	55
OTU7159	23
OTU16984	3
OTU18808	30
OTU15694	13
OTU16454	9
OTU6384	69
OTU9542	40
OTU13724	90
OTU7383	28
OTU7320	51
OTU8174	47
OTU9070	105
OTU27993	10
OTU9360	135
OTU21862	3
OTU19725	18
OTU8325	70
OTU23373	2
OTU12400	6
OTU8536	44
OTU11165	16
OTU3327	120
OTU9719	48
OTU23815	16
OTU9348	19
OTU12880	10
OTU16019	8
OTU16987	11
OTU2905	168
OTU1765	294
OTU21864	5
OTU14778	7
OTU25055	26
OTU11853	28
OTU8721	15
OTU16336	15
OTU9751	13
OTU7922	36
OTU11620	6
OTU12346	246
OTU21917	13
OTU5072	124
OTU7681	88
OTU5829	142
OTU3992	175
OTU20937	73
OTU3060	120
OTU13943	12
OTU13413	48
OTU23073	9
OTU2634	208
OTU21606	10
OTU10919	15
OTU18486	6
OTU15140	17
OTU23332	12
OTU4362	68
OTU8175	72
OTU18634	5
OTU20295	23
OTU23534	27
OTU2872	177
OTU8097	101
OTU18928	120
OTU14811	9
OTU9580	51
OTU18889	16
OTU10336	41
OTU12890	9
OTU5346	66
OTU26811	3
OTU26805	478
OTU19869	4
OTU9799	24
OTU14068	10
OTU24845	4
OTU4639	101
OTU4730	52
OTU8095	37
OTU3672	1770
OTU18037	32
OTU21844	4
OTU7007	47
OTU20493	17
OTU12244	9
OTU2898	124
OTU27385	5
OTU4789	115
OTU26817	2
OTU21315	20
OTU7200	33
OTU12654	21
OTU27626	9
OTU16922	8
OTU5112	78
OTU18770	12
OTU8851	48
OTU6796	39
OTU7421	24
OTU5115	219
OTU21933	2
OTU3725	88
OTU18937	4
OTU17006	25
OTU9417	29
OTU19513	13
OTU10180	30
OTU9280	64
OTU21935	9
OTU22036	4
OTU3631	87
OTU12374	32
OTU2657	178
OTU20271	5
OTU23601	8
OTU26644	57
OTU22578	14
OTU21930	2
OTU4872	83
OTU13822	17
OTU1567	479
OTU13061	10
OTU10893	19
OTU12349	11
OTU3420	131
OTU16581	6
OTU27785	5
OTU28167	6
OTU8677	27
OTU3735	227
OTU6770	149
OTU15578	9
OTU11336	27
OTU7969	23
OTU19934	9
OTU25515	13
OTU3918	176
OTU7551	62
OTU9570	17
OTU2697	170
OTU6515	70
OTU16907	5
OTU5766	114
OTU11362	13
OTU21027	22
OTU8795	47
OTU2207	162
OTU15549	6
OTU7868	52
OTU26910	5
OTU12055	28
OTU7614	61
OTU20577	9
OTU5460	56
OTU21842	2
OTU8405	24
OTU8367	33
OTU3583	165
OTU17618	16
OTU21925	3
OTU8747	24
OTU18105	7
OTU11233	13
OTU8904	22
OTU24436	27
OTU7898	17
OTU12567	36
OTU4878	64
OTU3216	122
OTU7545	42
OTU23225	10
OTU9910	103
OTU19066	8
OTU7003	36
OTU23384	2
OTU16599	6
OTU3266	239
OTU17218	8
OTU15706	12
OTU14999	55
OTU9986	50
OTU18853	23
OTU11459	23
OTU3129	121
OTU11609	22
OTU18283	25
OTU4044	122
OTU12693	79
OTU2519	150
OTU9566	27
OTU16159	7
OTU4932	44
OTU24171	12
OTU20450	289
OTU11087	42
OTU21922	3
OTU21575	4
OTU10301	19
OTU11999	17
OTU9532	45
OTU6276	63
OTU12388	30
OTU14084	4
OTU12853	16
OTU4892	43
OTU5110	105
OTU12402	45
OTU6954	51
OTU10897	23
OTU7657	81
OTU21756	162
OTU12931	6
OTU3991	159
OTU7838	28
OTU6410	31
OTU3570	178
OTU16826	7
OTU4314	188
OTU9959	11
OTU13848	18
OTU14062	30
OTU8459	35
OTU7887	24
OTU18064	10
OTU15764	10
OTU3263	103
OTU15439	19
OTU17341	13
OTU4078	171
OTU5503	80
OTU13249	166
OTU16385	15
OTU3144	206
OTU12975	6
OTU4865	72
OTU3083	109
OTU26889	2
OTU8390	22
OTU14294	18
OTU15318	22
OTU7482	42
OTU11309	38
OTU14953	14
OTU8751	26
OTU17171	7
OTU15987	53
OTU6037	50
OTU7154	43
OTU12101	39
OTU15964	13
OTU9050	86
OTU14685	9
OTU14467	10
OTU13907	40
OTU24639	26
OTU9190	18
OTU25917	4
OTU14904	9
OTU12247	15
OTU7416	201
OTU3903	93
OTU21808	39
OTU5882	90
OTU23368	3
OTU9395	25
OTU18990	8
OTU16874	8
OTU17077	6
OTU3480	88
OTU6023	170
OTU25892	8
OTU9174	28
OTU9449	21
OTU17777	14
OTU6724	53
OTU10302	86
OTU16650	19
OTU3820	181
OTU12950	14
OTU20034	5
OTU16020	7
OTU19097	6
OTU27773	10
OTU5128	54
OTU17545	6
OTU9420	19
OTU28128	9
OTU15476	8
OTU22250	9
OTU26117	22
OTU21587	2
OTU15777	24
OTU5953	140
OTU22723	6
OTU10019	18
OTU2322	184
OTU16674	13
OTU9149	51
OTU11701	25
OTU13567	11
OTU10730	8
OTU12405	22
OTU8518	35
OTU3817	115
OTU10525	24
OTU5283	103
OTU22323	137
OTU23365	3
OTU9470	32
OTU17213	14
OTU7460	37
OTU10958	18
OTU12330	16
OTU25912	2
OTU19668	3
OTU13877	8
OTU22659	10
OTU14100	6
OTU8580	44
OTU6680	55
OTU20241	3
OTU26457	69
OTU3459	113
OTU6427	90
OTU2609	166
OTU18627	7
OTU11156	28
OTU6720	34
OTU20060	6
OTU3515	108
OTU7519	19
OTU18876	8
OTU21846	9
OTU15249	25
OTU23830	26
OTU12849	20
OTU26182	5
OTU21940	10
OTU10741	25
OTU7011	33
OTU1968	492
OTU16437	25
OTU15154	33
OTU8406	33
OTU17091	4
OTU21194	7
OTU15629	6
OTU4134	65
OTU4668	70
OTU17226	15
OTU25229	6
OTU11802	14
OTU10739	25
OTU7729	20
OTU8440	21
OTU2744	220
OTU15029	53
OTU22273	16
OTU21578	4
OTU6717	51
OTU12549	19
OTU16409	21
OTU21890	2
OTU10196	29
OTU11660	17
OTU9000	106
OTU7170	41
OTU24457	28
OTU24804	2
OTU17887	12
OTU26661	89
OTU6918	63
OTU6939	41
OTU26203	11
OTU15391	22
OTU10789	29
OTU18784	41
OTU8531	57
OTU9259	23
OTU16405	22
OTU11317	19
OTU11774	10
OTU11398	10
OTU15175	10
OTU24800	27
OTU10238	55
OTU7358	89
OTU12715	46
OTU15686	33
OTU6346	42
OTU13137	9
OTU28008	6
OTU21768	3
OTU18826	13
OTU26310	14
OTU21465	12
OTU12060	17
OTU9344	88
OTU22670	23
OTU22814	10
OTU11240	21
OTU14110	448
OTU26888	2
OTU6660	36
OTU6349	47
OTU7062	83
OTU21881	9
OTU5899	69
OTU3915	90
OTU2088	206
OTU9828	64
OTU25817	8
OTU7454	33
OTU16888	113
OTU5263	133
OTU14940	8
OTU1171	685
OTU20853	49
OTU24263	903
OTU3191	143
OTU10475	19
OTU10151	42
OTU12242	23
OTU9213	26
OTU5030	111
OTU9164	41
OTU18288	10
OTU7702	39
OTU3848	143
OTU10907	13
OTU14958	16
OTU15674	11
OTU14894	13
OTU10399	41
OTU19050	3
OTU24756	6
OTU7269	32
OTU26257	10
OTU12902	25
OTU16017	35
OTU9782	28
OTU15090	14
OTU5602	43
OTU22759	16
OTU3654	104
OTU8801	34
OTU18454	14
OTU25969	5
OTU24711	29
OTU5423	97
OTU24699	5
OTU3308	107
OTU7883	24
OTU6135	43
OTU14412	133
OTU7775	38
OTU16035	72
OTU14045	10
OTU4109	126
OTU17012	60
OTU6377	127
OTU13160	13
OTU17211	23
OTU17365	54
OTU27243	10
OTU16363	5
OTU14015	17
OTU8399	67
OTU7009	80
OTU15848	32
OTU11717	18
OTU16641	29
OTU12153	7
OTU11285	32
OTU9815	51
OTU13983	24
OTU10216	12
OTU4349	75
OTU9899	11
OTU2788	150
OTU16817	4
OTU15263	20
OTU27212	3
OTU20179	14
OTU5381	135
OTU3099	174
OTU4927	141
OTU15905	17
OTU18565	16
OTU8373	18
OTU28224	7
OTU11661	85
OTU11983	26
OTU8196	58
OTU14864	7
OTU8435	58
OTU8328	25
OTU4159	120
OTU5250	105
OTU21823	7
OTU15458	9
OTU6786	122
OTU21130	4
OTU4645	57
OTU5046	71
OTU19712	3
OTU23081	7
OTU19062	7
OTU21919	13
OTU17510	14
OTU8477	29
OTU24746	41
OTU15417	5
OTU7548	38
OTU10494	18
OTU7261	37
OTU20595	9
OTU12212	9
OTU26802	12
OTU16223	21
OTU8684	28
OTU20535	6
OTU6554	62
OTU2926	254
OTU8977	50
OTU17569	7
OTU13598	178
OTU24826	3
OTU21780	5
OTU21135	5
OTU21897	20
OTU5685	41
OTU17448	11
OTU9432	35
OTU26088	6
OTU8783	21
OTU15930	143
OTU21779	5
OTU8165	80
OTU15590	18
OTU12641	8
OTU24873	9
OTU25691	20
OTU16003	13
OTU27205	4
OTU21136	2
OTU14531	27
OTU20392	8
OTU16376	15
OTU12949	13
OTU9351	28
OTU16375	4
OTU20869	10
OTU11646	16
OTU24828	5
OTU5621	102
OTU8742	17
OTU7820	60
OTU24455	129
OTU10748	35
OTU4951	46
OTU23786	42
OTU16766	63
OTU18739	9
OTU17272	17
OTU11351	12
OTU25973	7
OTU23405	8
OTU12797	46
OTU16498	71
OTU6968	33
OTU27357	5
OTU5053	77
OTU19354	52
OTU27203	23
OTU8479	214
OTU23909	23
OTU21024	13
OTU14863	35
OTU10552	23
OTU5553	90
OTU24181	3
OTU21148	12
OTU9255	12
OTU8151	19
OTU12448	40
OTU8948	46
OTU22869	34
OTU24824	5
OTU15632	10
OTU23399	4
OTU7432	32
OTU4171	113
OTU6025	73
OTU8366	67
OTU16382	17
OTU13339	14
OTU10263	14
OTU10607	44
OTU7679	37
OTU16086	9
OTU27248	28
OTU23193	10
OTU10322	16
OTU5159	54
OTU19663	67
OTU10545	40
OTU25649	71
OTU26578	22
OTU5328	47
OTU4239	121
OTU26549	3
OTU17806	6
OTU17638	26
OTU4122	119
OTU24831	2
OTU9935	23
OTU3739	139
OTU27115	7
OTU23124	11
OTU18666	6
OTU21144	11
OTU16052	10
OTU22027	6
OTU10088	17
OTU23552	62
OTU18670	8
OTU24832	11
OTU8765	25
OTU4546	80
OTU23410	5
OTU3230	272
OTU23656	5
OTU21202	7
OTU3014	126
OTU22826	17
OTU11686	74
OTU16629	11
OTU12386	16
OTU8110	24
OTU22535	4
OTU8680	15
OTU21375	46
OTU5642	46
OTU19742	15
OTU19298	3
OTU8841	36
OTU11489	21
OTU9448	201
OTU17306	28
OTU10743	16
OTU17393	11
OTU15618	24
OTU16558	28
OTU27148	85
OTU23234	13
OTU10208	24
OTU6582	32
OTU13600	25
OTU14186	5
OTU12993	22
OTU3587	224
OTU8029	50
OTU16483	47
OTU11559	11
OTU12282	10
OTU15518	10
OTU6661	53
OTU7010	41
OTU11487	29
OTU10121	20
OTU9656	18
OTU21416	11
OTU6180	44
OTU21877	2
OTU6445	68
OTU4815	69
OTU20985	7
OTU12383	7
OTU28182	2
OTU12858	51
OTU7188	80
OTU17706	40
OTU8780	66
OTU14546	11
OTU21116	8
OTU27510	5
OTU10175	17
OTU24830	3
OTU17013	14
OTU6498	50
OTU10582	58
OTU21114	6
OTU6022	57
OTU21879	6
OTU17389	9
OTU21035	31
OTU19029	4
OTU27306	44
OTU9283	18
OTU26440	41
OTU8619	23
OTU14191	22
OTU16028	10
OTU6156	51
OTU10015	25
OTU9237	28
OTU12888	7
OTU13789	21
OTU26925	3
OTU12084	16
OTU21118	2
OTU18298	14
OTU10489	50
OTU4953	46
OTU9743	27
OTU10654	13
OTU9674	24
OTU9114	18
OTU21875	2
OTU28037	7
OTU3687	444
OTU10903	13
OTU23408	4
OTU17530	6
OTU10721	23
OTU14532	24
OTU26948	3
OTU5315	359
OTU8500	41
OTU6382	45
OTU18093	26
OTU17657	40
OTU7207	58
OTU14033	8
OTU17524	19
OTU3822	181
OTU18899	15
OTU25948	4
OTU11258	48
OTU21778	2
OTU6798	49
OTU12183	47
OTU5951	148
OTU5517	49
OTU9908	21
OTU17732	5
OTU7337	27
OTU5738	57
OTU14232	14
OTU12522	23
OTU18857	4
OTU4560	88
OTU6145	158
OTU17411	3
OTU7954	135
OTU6292	50
OTU9067	18
OTU6091	79
OTU14585	13
OTU4238	138
OTU16470	5
OTU10862	21
OTU12860	23
OTU6085	105
OTU8541	59
OTU10954	11
OTU9094	32
OTU7845	27
OTU3789	90
OTU11086	24
OTU18211	12
OTU1698	424
OTU5742	92
OTU3937	73
OTU10339	17
OTU17018	6
OTU4462	73
OTU9101	50
OTU15040	26
OTU17193	7
OTU15465	13
OTU15188	4
OTU16300	4
OTU24243	33
OTU17847	13
OTU9308	148
OTU21974	2
OTU19079	13
OTU15997	11
OTU19013	9
OTU8769	18
OTU13606	30
OTU5772	72
OTU13884	9
OTU12367	12
OTU4750	83
OTU10311	9
OTU6304	47
OTU15193	30
OTU11129	23
OTU4071	75
OTU18103	15
OTU18561	10
OTU14168	9
OTU15194	22
OTU3948	89
OTU24985	75
OTU8501	70
OTU10512	31
OTU5369	63
OTU22008	2
OTU6218	35
OTU16722	34
OTU23148	15
OTU12418	31
OTU22478	6
OTU18812	25
OTU12452	10
OTU7409	69
OTU5248	83
OTU21530	12
OTU6461	53
OTU21324	12
OTU11812	13
OTU25961	3
OTU17319	7
OTU15623	7
OTU12793	8
OTU26069	13
OTU27662	12
OTU5962	46
OTU20745	15
OTU3860	150
OTU15780	11
OTU17049	35
OTU21398	10
OTU12020	11
OTU9314	36
OTU20094	9
OTU5447	139
OTU26778	122
OTU26448	32
OTU9622	33
OTU15151	10
OTU18852	7
OTU8049	72
OTU6803	34
OTU9119	19
OTU15390	18
OTU22001	6
OTU21815	3
OTU17404	13
OTU20136	8
OTU24565	4
OTU12906	12
OTU26426	138
OTU24882	3
OTU13977	9
OTU8905	75
OTU12989	15
OTU16093	44
OTU12043	11
OTU10048	65
OTU14285	8
OTU21178	8
OTU3247	172
OTU21177	2
OTU17538	16
OTU5138	60
OTU23069	12
OTU11283	20
OTU15575	5
OTU17475	6
OTU18304	10
OTU8891	34
OTU12086	28
OTU26120	42
OTU12245	78
OTU6308	32
OTU4943	95
OTU9708	29
OTU21820	5
OTU634	867
OTU13727	10
OTU5879	126
OTU19253	32
OTU12513	11
OTU13525	21
OTU21941	3
OTU10653	168
OTU15584	24
OTU28009	27
OTU13646	28
OTU11033	11
OTU14366	12
OTU8776	35
OTU16715	9
OTU7265	32
OTU9110	42
OTU15633	11
OTU17621	7
OTU27435	78
OTU16619	9
OTU16655	5
OTU26541	3
OTU9418	38
OTU12495	9
OTU23394	6
OTU17467	6
OTU10565	12
OTU5968	93
OTU7433	31
OTU5748	45
OTU22571	12
OTU21926	6
OTU12633	22
OTU5268	126
OTU9352	21
OTU10343	16
OTU3550	93
OTU7339	28
OTU25956	3
OTU8982	29
OTU16090	9
OTU2777	142
OTU25954	5
OTU19620	9
OTU3428	104
OTU16748	16
OTU6700	86
OTU16633	4
OTU21819	7
OTU21963	3
OTU9106	51
OTU5319	45
OTU12579	16
OTU17161	13
OTU15942	4
OTU6142	36
OTU5220	81
OTU25866	5
OTU21801	9
OTU15609	8
OTU19112	3
OTU27041	57
OTU14886	32
OTU21802	21
OTU8008	69
OTU24887	5
OTU20351	69
OTU10329	41
OTU24981	6
OTU1523	453
OTU8392	61
OTU22786	3
OTU16954	28
OTU21954	3
OTU16568	11
OTU12309	17
OTU9207	22
OTU20615	12
OTU16125	7
OTU9984	27
OTU9258	40
OTU12240	22
OTU15670	28
OTU14472	7
OTU7314	38
OTU5954	47
OTU9232	30
OTU22998	22
OTU9326	30
OTU5407	72
OTU6872	57
OTU9704	15
OTU17088	9
OTU6404	44
OTU24822	57
OTU8160	31
OTU21186	6
OTU1875	268
OTU12900	44
OTU5139	120
OTU18094	18
OTU21185	4
OTU10276	21
OTU10547	28
OTU5782	42
OTU14336	9
OTU9429	48
OTU7426	36
OTU21189	2
OTU26345	8
OTU6479	62
OTU23282	9
OTU21190	15
OTU18366	7
OTU8611	30
OTU3463	88
OTU11093	17
OTU25901	111
OTU3945	171
OTU15278	23
OTU17029	9
OTU12749	15
OTU3287	162
OTU8588	44
OTU14477	17
OTU6383	50
OTU9446	22
OTU23184	7
OTU16281	9
OTU20031	18
OTU23719	3
OTU8004	45
OTU16071	20
OTU9003	39
OTU21800	9
OTU22818	2
OTU16967	13
OTU8766	35
OTU8332	19
OTU27980	5
OTU16400	20
OTU26473	5
OTU6936	36
OTU19655	11
OTU22010	6
OTU20394	9
OTU27868	7
OTU18353	13
OTU4662	60
OTU18576	16
OTU11184	22
OTU10495	12
OTU5526	69
OTU11485	10
OTU6964	53
OTU19559	18
OTU20770	32
OTU21579	34
OTU8302	64
OTU15744	8
OTU19243	2
OTU24935	24
OTU19245	2
OTU15030	15
OTU22835	7
OTU2749	150
OTU9122	36
OTU26815	179
OTU11635	19
OTU12634	108
OTU11154	13
OTU15196	10
OTU8683	36
OTU27007	13
OTU3352	168
OTU4904	74
OTU21516	11
OTU8012	72
OTU22132	3
OTU25860	20
OTU16628	12
OTU12857	21
OTU6338	69
OTU9577	33
OTU4991	73
OTU24901	2
OTU16518	15
OTU14522	13
OTU16999	137
OTU9345	45
OTU13009	8
OTU25874	7
OTU27278	44
OTU20064	10
OTU21984	2
OTU24129	5
OTU21159	3
OTU11801	11
OTU6211	58
OTU13804	14
OTU15948	10
OTU7897	55
OTU5573	38
OTU27214	3
OTU10797	30
OTU11164	21
OTU6563	55
OTU17207	7
OTU25040	13
OTU8454	40
OTU12127	13
OTU4002	61
OTU27021	4
OTU7718	49
OTU4672	70
OTU3706	72
OTU8062	23
OTU12164	25
OTU19053	11
OTU25057	5
OTU10174	17
OTU11491	24
OTU21436	15
OTU14426	16
OTU14269	6
OTU15781	17
OTU6987	29
OTU15715	9
OTU26663	7
OTU28138	19
OTU12056	14
OTU17263	14
OTU13441	9
OTU9343	21
OTU21039	64
OTU5406	71
OTU9957	43
OTU20510	10
OTU2790	153
OTU15005	5
OTU9431	123
OTU16664	11
OTU15733	9
OTU3931	152
OTU10694	20
OTU8047	41
OTU8494	94
OTU15635	12
OTU4757	91
OTU9040	22
OTU14480	8
OTU26936	4
OTU7997	75
OTU21479	20
OTU11933	60
OTU21209	14
OTU25095	86
OTU12649	38
OTU15471	22
OTU10984	135
OTU11675	34
OTU19345	3
OTU5376	103
OTU7666	30
OTU23112	4
OTU18063	5
OTU17562	28
OTU19340	12
OTU18931	10
OTU7406	44
OTU12980	49
OTU21827	4
OTU5585	60
OTU22745	16
OTU7259	55
OTU13498	10
OTU9229	80
OTU15970	37
OTU26770	5
OTU13530	16
OTU13185	9
OTU14240	150
OTU17079	4
OTU12846	24
OTU19334	5
OTU15330	30
OTU15747	26
OTU9457	21
OTU25339	17
OTU12261	27
OTU22154	6
OTU13194	34
OTU16345	6
OTU8416	57
OTU24823	8
OTU21822	16
OTU27110	13
OTU23545	27
OTU15585	19
OTU22176	13
OTU12558	38
OTU23318	402
OTU16331	5
OTU13514	18
OTU4059	60
OTU22787	9
OTU13549	18
OTU5967	73
OTU27287	2
OTU10978	25
OTU19481	25
OTU6210	115
OTU13206	13
OTU16932	4
OTU21279	315
OTU6334	100
OTU16054	8
OTU9275	72
OTU9778	27
OTU17279	22
OTU21628	29
OTU14673	34
OTU25811	3
OTU1773	306
OTU15839	24
OTU15716	18
OTU15213	9
OTU18446	6
OTU3180	121
OTU15628	34
OTU9993	35
OTU14729	22
OTU21471	17
OTU27045	4
OTU5721	54
OTU13128	29
OTU21472	6
OTU3801	97
OTU18771	8
OTU24933	22
OTU26666	14
OTU25448	42
OTU17584	24
OTU13377	26
OTU22988	6
OTU17601	4
OTU18099	17
OTU6932	49
OTU24862	2
OTU11111	29
OTU27042	18
OTU12168	27
OTU4476	66
OTU6176	78
OTU13586	19
OTU18471	20
OTU9494	19
OTU17861	73
OTU22812	5
OTU4386	69
OTU17403	10
OTU13537	7
OTU12626	10
OTU15478	11
OTU7805	38
OTU21300	76
OTU21115	133
OTU27714	4
OTU9945	32
OTU13026	21
OTU5672	62
OTU12987	21
OTU19014	4
OTU23226	16
OTU23149	3
OTU21987	21
OTU20969	4
OTU17840	5
OTU13507	42
OTU16519	9
OTU14604	10
OTU20051	9
OTU8396	31
OTU17565	7
OTU17488	8
OTU17150	23
OTU27031	7
OTU23865	5
OTU27033	8
OTU7833	45
OTU9536	46
OTU22326	5
OTU6491	37
OTU10439	18
OTU8215	34
OTU17943	12
OTU27028	2
OTU10372	23
OTU24065	18
OTU10591	18
OTU25884	5
OTU25243	26
OTU8837	58
OTU16895	16
OTU15897	9
OTU16062	8
OTU24856	5
OTU18388	43
OTU17352	11
OTU5529	62
OTU5353	62
OTU19199	2
OTU26035	13
OTU27027	2
OTU11715	34
OTU22807	2
OTU10914	83
OTU6397	25
OTU8748	18
OTU4615	113
OTU27073	6
OTU9729	31
OTU16680	13
OTU4890	120
OTU8475	45
OTU16904	8
OTU17054	3
OTU13230	14
OTU15400	10
OTU16485	7
OTU8235	70
OTU6893	59
OTU25366	5
OTU21968	5
OTU11859	18
OTU18217	9
OTU6837	36
OTU8132	42
OTU9832	18
OTU5854	108
OTU3543	111
OTU17603	14
OTU19733	8
OTU22811	7
OTU12085	9
OTU21048	4
OTU5202	97
OTU17904	44
OTU18600	16
OTU4380	73
OTU17712	6
OTU24857	6
OTU21040	31
OTU26316	4
OTU12870	19
OTU15792	6
OTU5972	43
OTU12376	8
OTU24875	9
OTU24858	4
OTU17878	11
OTU16202	6
OTU23114	6
OTU18551	17
OTU18191	19
OTU15405	8
OTU14339	20
OTU12384	47
OTU18714	5
OTU15704	11
OTU27004	4
OTU18956	3
OTU21050	17
OTU24874	5
OTU20041	2
OTU16997	39
OTU24001	5
OTU21041	2
OTU13007	20
OTU9199	18
OTU10202	25
OTU21245	11
OTU9906	38
OTU22853	52
OTU26214	3
OTU17528	12
OTU22849	8
OTU10480	11
OTU21991	4
OTU12053	8
OTU16956	3
OTU10135	46
OTU17064	4
OTU9502	59
OTU15779	14
OTU11509	21
OTU4113	125
OTU16113	8
OTU2682	135
OTU10749	25
OTU13843	49
OTU16048	23
OTU25902	8
OTU5124	87
OTU13398	18
OTU12790	23
OTU25944	12
OTU9626	122
OTU6010	47
OTU20828	30
OTU25895	3
OTU21990	7
OTU18721	3
OTU3864	114
OTU10383	67
OTU14075	44
OTU12827	7
OTU22997	34
OTU5069	150
OTU12552	11
OTU16951	3
OTU3256	117
OTU22267	9
OTU4075	95
OTU12019	26
OTU16758	10
OTU24458	8
OTU26995	2
OTU27001	3
OTU15072	6
OTU12131	9
OTU4231	80
OTU16178	20
OTU15440	12
OTU10526	40
OTU7016	36
OTU25859	2
OTU23128	5
OTU15940	12
OTU7991	104
OTU27080	4
OTU27000	4
OTU24247	4
OTU13486	15
OTU14584	17
OTU2929	166
OTU18760	8
OTU15360	22
OTU22861	3
OTU5903	43
OTU22156	3
OTU22742	6
OTU17924	8
OTU27692	4
OTU14312	21
OTU16886	4
OTU21095	4
OTU26199	7
OTU9651	28
OTU20226	62
OTU25071	13
OTU18163	18
OTU12263	22
OTU23303	10
OTU6974	44
OTU23151	13
OTU19711	9
OTU26868	5
OTU25998	5
OTU10197	63
OTU15671	25
OTU23068	5
OTU16966	45
OTU20139	5
OTU13070	35
OTU6912	51
OTU26038	21
OTU18240	15
OTU17716	3
OTU20489	156
OTU13548	13
OTU8758	53
OTU20103	3
OTU22054	2
OTU12206	20
OTU26314	6
OTU21978	20
OTU27810	9
OTU8053	70
OTU19589	34
OTU22860	4
OTU17909	111
OTU12105	35
OTU14989	4
OTU10997	18
OTU17094	10
OTU25002	6
OTU26968	6
OTU7241	31
OTU27154	9
OTU21101	4
OTU2478	307
OTU21878	8
OTU4700	71
OTU24079	24
OTU15006	5
OTU15484	9
OTU16635	6
OTU19105	79
OTU15225	11
OTU13222	16
OTU13876	7
OTU17870	23
OTU23186	15
OTU12946	17
OTU22045	9
OTU26343	18
OTU16414	7
OTU12355	28
OTU27356	3
OTU26465	11
OTU4091	102
OTU15782	14
OTU22047	2
OTU27022	5
OTU6055	46
OTU15698	7
OTU21097	4
OTU23240	12
OTU25878	6
OTU22052	3
OTU6366	60
OTU5532	55
OTU12564	9
OTU7960	89
OTU17692	22
OTU14614	8
OTU27019	2
OTU15525	17
OTU11039	24
OTU7916	28
OTU14557	18
OTU2969	145
OTU22049	2
OTU26814	10
OTU14387	42
OTU12836	72
OTU16594	20
OTU17590	14
OTU13037	20
OTU22051	13
OTU15824	4
OTU16651	3
OTU25861	4
OTU25078	10
OTU20688	10
OTU13622	21
OTU16497	16
OTU18568	9
OTU12427	13
OTU20926	13
OTU11338	12
OTU18819	22
OTU7565	25
OTU26392	2
OTU18466	8
OTU12904	50
OTU22598	3
OTU10455	31
OTU11542	18
OTU26928	7
OTU6904	74
OTU4188	176
OTU24869	5
OTU13965	5
OTU21732	5
OTU17783	120
OTU26873	15
OTU12459	16
OTU20804	10
OTU5330	161
OTU7668	25
OTU2452	141
OTU14102	22
OTU25181	88
OTU9912	13
OTU26402	2
OTU22846	2
OTU23056	6
OTU21067	4
OTU26086	7
OTU21066	2
OTU12389	11
OTU13608	15
OTU11143	25
OTU14698	4
OTU15265	19
OTU24620	10
OTU19912	10
OTU15358	6
OTU15110	14
OTU22063	3
OTU16426	26
OTU5564	50
OTU22297	3
OTU13602	9
OTU11750	16
OTU15127	6
OTU10590	75
OTU19747	21
OTU19231	6
OTU24732	2
OTU19908	6
OTU11364	49
OTU12399	41
OTU11553	18
OTU4130	82
OTU14749	11
OTU16055	16
OTU10076	23
OTU11877	38
OTU12327	17
OTU7509	35
OTU13999	12
OTU8840	58
OTU13397	17
OTU16297	11
OTU22510	8
OTU18717	16
OTU11803	17
OTU22841	2
OTU25446	4
OTU5904	53
OTU16773	4
OTU22650	9
OTU12008	17
OTU10381	69
OTU11908	28
OTU26082	2
OTU6303	88
OTU13743	21
OTU19864	19
OTU23178	10
OTU19123	12
OTU10762	16
OTU12108	9
OTU8218	55
OTU19100	6
OTU13846	5
OTU15599	21
OTU20373	13
OTU16972	6
OTU3136	444
OTU10125	17
OTU16490	3
OTU4996	66
OTU8825	126
OTU16197	13
OTU22097	7
OTU13829	6
OTU4175	79
OTU6801	31
OTU12639	16
OTU21124	22
OTU17041	16
OTU23063	2
OTU3690	161
OTU4325	347
OTU13281	38
OTU13672	10
OTU17671	9
OTU14032	11
OTU10380	15
OTU8000	72
OTU15522	20
OTU10804	40
OTU19988	3
OTU5272	42
OTU12732	11
OTU9425	56
OTU14786	60
OTU26539	7
OTU5687	42
OTU14765	34
OTU23658	21
OTU14157	31
OTU25028	13
OTU9430	22
OTU22058	10
OTU21106	4
OTU15659	21
OTU6146	33
OTU11835	13
OTU9685	18
OTU22369	4
OTU14365	23
OTU11916	24
OTU22875	8
OTU16250	7
OTU12258	11
OTU15349	12
OTU6177	34
OTU16555	4
OTU26330	8
OTU8986	69
OTU9401	18
OTU10548	23
OTU18945	13
OTU13358	14
OTU24730	3
OTU19964	3
OTU15089	9
OTU7826	43
OTU12421	11
OTU12965	8
OTU21797	39
OTU27855	9
OTU22729	3
OTU21262	8
OTU13984	23
OTU26874	116
OTU25479	8
