#OTU ID	M04754
OTU10391	13
OTU2922	309
OTU2413	233
OTU5158	671
OTU5916	46
OTU1621	4371
OTU11127	115
OTU3458	210
OTU21082	15
OTU1489	1403
OTU7869	24
OTU2503	380
OTU7210	41
OTU2036	522
OTU1081	704
OTU6836	89
OTU4398	76
OTU9587	100
OTU14758	165
OTU7144	36
OTU12574	12
OTU28152	38
OTU10102	192
OTU10402	72
OTU18863	8
OTU2072	694
OTU8422	124
OTU28112	84
OTU3025	223
OTU2323	243
OTU21529	258
OTU23847	23
OTU16247	10
OTU9635	41
OTU25226	6
OTU4821	154
OTU1882	259
OTU4989	166
OTU24337	4
OTU1660	667
OTU12768	21
OTU2538	153
OTU1787	482
OTU19357	449
OTU6116	358
OTU3559	80
OTU4570	90
OTU22832	82
OTU16168	56
OTU10570	53
OTU3679	411
OTU2467	853
OTU26063	73
OTU350	1835
OTU4014	167
OTU1702	513
OTU2661	235
OTU3993	217
OTU7156	153
OTU4367	77
OTU10635	185
OTU1275	1303
OTU2314	198
OTU1478	632
OTU23763	6
OTU4080	157
OTU3484	102
OTU8221	132
OTU1376	557
OTU5797	158
OTU2313	673
OTU5309	154
OTU23087	469
OTU8077	63
OTU7720	749
OTU894	1037
OTU6571	36
OTU17803	17
OTU23280	28
OTU13946	101
OTU15982	7
OTU8546	132
OTU9634	222
OTU5284	275
OTU6579	64
OTU4711	193
OTU23036	918
OTU6508	44
OTU2531	164
OTU26410	167
OTU16694	3751
OTU14315	328
OTU639	1997
OTU18291	5
OTU423	2600
OTU4677	118
OTU20142	7
OTU9441	15
OTU3740	189
OTU6809	210
OTU4184	138
OTU1727	301
OTU16939	96
OTU1866	413
OTU12603	98
OTU7859	52
OTU2119	671
OTU4792	279
OTU7061	58
OTU1345	575
OTU16652	25
OTU2112	472
OTU11557	45
OTU3238	557
OTU1046	1760
OTU19743	578
OTU3896	199
OTU9086	50
OTU5148	83
OTU2320	181
OTU495	2240
OTU14782	13
OTU9018	47
OTU1982	297
OTU2117	537
OTU1106	1572
OTU3553	455
OTU16099	316
OTU12398	32
OTU20107	52
OTU1284	461
OTU22910	31
OTU8150	30
OTU24725	99
OTU1975	374
OTU901	606
OTU2512	432
OTU6574	69
OTU2803	192
OTU22212	6
OTU1775	330
OTU4817	150
OTU1997	411
OTU7918	69
OTU11498	309
OTU10109	44
OTU4454	226
OTU3795	210
OTU5932	607
OTU194	2788
OTU9489	67
OTU6617	439
OTU8610	703
OTU8575	146
OTU2554	684
OTU3101	444
OTU6802	42
OTU19889	302
OTU999	851
OTU11265	814
OTU1915	575
OTU12518	94
OTU14446	5
OTU4108	1017
OTU645	2714
OTU5408	59
OTU19973	112
OTU22709	8
OTU1110	422
OTU1229	1186
OTU3637	261
OTU1711	313
OTU1375	684
OTU1502	621
OTU9579	309
OTU27821	205
OTU7612	541
OTU5478	59
OTU1464	1554
OTU2062	518
OTU1744	548
OTU2283	342
OTU2248	1193
OTU25203	6
OTU6144	765
OTU4893	197
OTU24634	390
OTU5615	79
OTU4338	310
OTU1790	550
OTU2435	187
OTU8197	104
OTU764	1216
OTU3960	183
OTU833	1017
OTU2497	398
OTU12371	17
OTU9858	30
OTU2423	344
OTU2528	552
OTU1579	380
OTU2443	624
OTU21306	54
OTU8941	223
OTU15966	17
OTU12069	55
OTU1541	905
OTU5061	77
OTU3030	201
OTU7276	104
OTU1910	291
OTU19609	842
OTU18164	284
OTU1026	954
OTU4182	276
OTU1057	1243
OTU27528	18
OTU2053	228
OTU7882	120
OTU23059	447
OTU3669	967
OTU1694	1038
OTU3769	313
OTU19134	9
OTU7914	42
OTU1893	461
OTU4197	448
OTU5725	114
OTU15348	304
OTU7429	88
OTU4058	109
OTU2945	292
OTU20744	21
OTU6439	41
OTU10715	37
OTU11308	146
OTU5385	169
OTU7019	45
OTU19101	42
OTU2068	531
OTU2679	294
OTU2341	843
OTU6532	135
OTU12943	10
OTU2403	493
OTU6926	76
OTU16301	9
OTU7141	111
OTU3961	115
OTU5947	41
OTU4770	92
OTU5084	58
OTU7513	100
OTU18355	159
OTU3495	219
OTU2483	347
OTU9302	14
OTU11858	128
OTU5040	187
OTU10510	121
OTU25288	853
OTU11690	654
OTU2334	207
OTU1023	1217
OTU6166	231
OTU18436	338
OTU5522	1082
OTU10395	40
OTU19071	264
OTU22874	268
OTU5027	72
OTU7618	35
OTU3851	89
OTU9916	214
OTU14411	13
OTU1753	787
OTU4979	211
OTU5247	55
OTU22911	2
OTU5765	632
OTU6043	120
OTU15322	13
OTU10755	19
OTU6378	145
OTU16877	409
OTU13659	47
OTU22370	7
OTU5675	67
OTU12861	33
OTU2008	416
OTU6200	51
OTU3221	548
OTU4868	53
OTU6678	82
OTU5571	112
OTU2158	363
OTU13014	21
OTU239	5349
OTU3457	333
OTU4408	160
OTU26530	4
OTU1322	349
OTU8056	66
OTU1720	1112
OTU4860	935
OTU14121	112
OTU4312	134
OTU5338	244
OTU4554	161
OTU3064	169
OTU5005	175
OTU10252	40
OTU5155	37
OTU586	1753
OTU3251	151
OTU4484	824
OTU7865	47
OTU9921	44
OTU3294	141
OTU938	1337
OTU5386	59
OTU14434	65
OTU3384	493
OTU7005	33
OTU6374	281
OTU5404	234
OTU3162	913
OTU1077	1062
OTU4883	189
OTU3627	113
OTU7829	74
OTU2037	421
OTU7292	66
OTU1389	1613
OTU2026	537
OTU5261	123
OTU2564	131
OTU10666	24
OTU879	565
OTU15810	228
OTU1294	1527
OTU1760	414
OTU24415	3
OTU434	1213
OTU1746	440
OTU26355	26
OTU4658	106
OTU4588	252
OTU15752	11
OTU14156	15
OTU10727	399
OTU3895	395
OTU8009	16
OTU11692	85
OTU5143	145
OTU5008	674
OTU5594	84
OTU7151	48
OTU5094	137
OTU2518	387
OTU12301	31
OTU13153	111
OTU6611	122
OTU4771	176
OTU9960	31
OTU13019	9
OTU16248	53
OTU3922	158
OTU20314	1396
OTU2113	619
OTU24306	87
OTU20513	67
OTU9956	17
OTU16788	24
OTU9907	41
OTU21121	623
OTU9154	65
OTU10692	54
OTU13539	28
OTU16110	86
OTU858	1904
OTU10288	23
OTU973	1960
OTU8278	84
OTU22907	4
OTU2303	323
OTU23622	7
OTU8558	62
OTU3603	88
OTU3107	279
OTU13150	22
OTU2035	549
OTU13342	95
OTU11347	71
OTU4141	236
OTU3168	112
OTU12809	157
OTU5331	209
OTU7085	77
OTU11578	119
OTU16623	6
OTU1691	718
OTU7919	424
OTU25864	28
OTU23970	9
OTU14103	20
OTU20267	70
OTU11647	177
OTU3595	753
OTU4424	306
OTU22313	75
OTU7678	36
OTU172	3859
OTU3128	160
OTU1153	483
OTU3751	208
OTU4735	75
OTU721	1110
OTU15797	45
OTU9354	86
OTU10291	24
OTU5269	169
OTU15383	72
OTU3192	289
OTU4111	176
OTU18407	34
OTU23519	332
OTU4660	222
OTU1257	862
OTU930	1825
OTU9822	78
OTU17884	125
OTU22139	45
OTU1648	493
OTU11284	141
OTU11531	113
OTU16231	32
OTU1806	325
OTU7746	106
OTU18012	12
OTU26138	155
OTU19531	147
OTU3074	516
OTU6521	207
OTU2149	536
OTU22099	5
OTU10951	45
OTU18713	334
OTU3115	170
OTU18835	4
OTU8894	122
OTU4003	120
OTU1354	1584
OTU12489	483
OTU6711	84
OTU3616	95
OTU2644	321
OTU3829	256
OTU8629	61
OTU1689	557
OTU2761	294
OTU8979	637
OTU21260	144
OTU10685	65
OTU689	1273
OTU1303	493
OTU8681	51
OTU1298	1070
OTU5488	259
OTU4481	235
OTU8814	322
OTU1045	878
OTU9645	68
OTU10435	568
OTU10472	10
OTU9514	40
OTU8794	42
OTU13122	32
OTU15740	24
OTU4949	87
OTU2488	136
OTU4737	117
OTU5378	220
OTU6107	110
OTU6996	30
OTU1265	452
OTU22840	9
OTU947	798
OTU8472	59
OTU19715	126
OTU13386	675
OTU1549	344
OTU1258	907
OTU4916	258
OTU22300	68
OTU6354	215
OTU27887	10
OTU11904	12
OTU7863	35
OTU2446	519
OTU22579	4
OTU743	1101
OTU1168	642
OTU17739	586
OTU2309	172
OTU9278	23
OTU7500	39
OTU1224	1021
OTU754	884
OTU4874	48
OTU7300	193
OTU22521	364
OTU8262	128
OTU28219	4
OTU1363	2471
OTU9803	187
OTU3602	146
OTU1157	433
OTU18036	163
OTU2769	664
OTU6418	26
OTU8169	499
OTU8860	199
OTU5717	800
OTU23986	239
OTU2780	159
OTU5039	138
OTU2162	257
OTU4287	265
OTU3309	567
OTU11926	111
OTU6727	445
OTU9511	47
OTU11228	89
OTU5009	77
OTU11050	80
OTU3355	330
OTU2972	261
OTU1768	555
OTU2093	287
OTU20545	730
OTU5119	321
OTU18573	5
OTU18922	33
OTU15595	36
OTU9949	45
OTU6241	130
OTU10858	22
OTU5142	183
OTU11749	41
OTU3468	233
OTU5935	55
OTU3500	259
OTU4969	118
OTU18421	31
OTU10976	28
OTU4480	108
OTU18463	52
OTU3336	155
OTU4651	245
OTU3004	241
OTU4030	185
OTU3694	200
OTU3027	152
OTU17794	24
OTU3422	118
OTU3314	173
OTU15071	24
OTU2696	173
OTU24251	381
OTU22924	23
OTU18249	25
OTU11636	53
OTU2860	543
OTU16796	13
OTU292	1914
OTU5354	137
OTU15742	16
OTU501	1900
OTU4557	209
OTU17509	33
OTU19661	5
OTU5647	115
OTU2638	215
OTU5314	148
OTU13284	10
OTU5870	323
OTU19607	182
OTU18326	153
OTU8789	397
OTU10539	25
OTU20337	146
OTU5695	165
OTU3194	495
OTU21492	531
OTU3636	106
OTU7344	40
OTU19671	3
OTU9535	50
OTU9233	28
OTU1069	585
OTU12250	128
OTU7943	108
OTU2176	225
OTU3612	111
OTU1642	660
OTU3651	265
OTU23291	438
OTU2245	340
OTU14526	85
OTU6231	33
OTU2391	186
OTU2002	768
OTU11300	56
OTU18346	366
OTU2586	877
OTU18597	4
OTU15933	8
OTU3305	337
OTU12420	239
OTU1898	349
OTU1391	406
OTU3491	93
OTU1889	1299
OTU13685	22
OTU4354	179
OTU4178	349
OTU2781	254
OTU4335	91
OTU11637	22
OTU18358	9
OTU4619	107
OTU1223	815
OTU12545	64
OTU9459	332
OTU4271	144
OTU13006	13
OTU18753	75
OTU19107	118
OTU1978	423
OTU18542	6
OTU4562	145
OTU7319	98
OTU15826	15
OTU7894	61
OTU750	775
OTU3224	907
OTU11458	309
OTU3910	179
OTU18685	6
OTU9927	45
OTU10790	56
OTU8658	46
OTU27909	22
OTU1064	1792
OTU19456	579
OTU6436	145
OTU2315	173
OTU17092	23
OTU14362	22
OTU5897	68
OTU6835	328
OTU26781	71
OTU2993	668
OTU1360	618
OTU13450	12
OTU23802	91
OTU6746	49
OTU1949	541
OTU2013	496
OTU1936	478
OTU11315	80
OTU5222	55
OTU27900	2
OTU4488	120
OTU489	2336
OTU1562	321
OTU5175	84
OTU5432	43
OTU1522	381
OTU17331	21
OTU868	3648
OTU213	7981
OTU4971	497
OTU4405	88
OTU25163	94
OTU11076	60
OTU7305	92
OTU5531	143
OTU7173	91
OTU1078	522
OTU2019	267
OTU3374	427
OTU1992	495
OTU6009	111
OTU200	4046
OTU9938	30
OTU8604	78
OTU10836	9
OTU10034	702
OTU911	1226
OTU10802	18
OTU1261	902
OTU26796	10
OTU27086	83
OTU6634	221
OTU3972	84
OTU10393	107
OTU27777	12
OTU9723	30
OTU2187	228
OTU9717	35
OTU11638	13
OTU8177	218
OTU13052	73
OTU21612	544
OTU2807	148
OTU27442	29
OTU2449	340
OTU4701	185
OTU27898	96
OTU8624	118
OTU5758	106
OTU5612	82
OTU7880	129
OTU5655	82
OTU4393	125
OTU2680	668
OTU14581	17
OTU3524	359
OTU2799	211
OTU22915	2
OTU6656	84
OTU6034	437
OTU3213	237
OTU28201	15
OTU5771	279
OTU9081	31
OTU4073	149
OTU21419	46
OTU1463	1334
OTU6946	69
OTU1781	408
OTU4920	59
OTU4972	138
OTU27320	44
OTU3738	230
OTU10794	18
OTU6130	929
OTU2050	318
OTU10406	218
OTU22128	1046
OTU6041	302
OTU1277	560
OTU3875	100
OTU9754	329
OTU10124	234
OTU8996	80
OTU12194	57
OTU24084	44
OTU1896	398
OTU18818	9
OTU1364	1077
OTU6628	181
OTU19638	35
OTU3390	160
OTU13688	57
OTU12863	24
OTU15143	167
OTU4537	237
OTU9539	88
OTU8252	100
OTU25883	54
OTU2296	435
OTU2189	513
OTU2631	209
OTU7907	36
OTU4394	174
OTU1014	629
OTU12119	18
OTU369	1316
OTU957	862
OTU9562	18
OTU21051	85
OTU11333	58
OTU6977	116
OTU2917	663
OTU4575	131
OTU18098	13
OTU9582	33
OTU7930	110
OTU25720	44
OTU12808	56
OTU9846	37
OTU2886	138
OTU22789	74
OTU25137	983
OTU24941	38
OTU638	992
OTU5855	63
OTU8404	34
OTU3414	243
OTU7107	83
OTU16439	13
OTU19983	99
OTU20508	273
OTU7696	41
OTU3031	185
OTU8829	1012
OTU9544	93
OTU2615	308
OTU9628	68
OTU10674	36
OTU2355	360
OTU7280	365
OTU6595	531
OTU20157	3
OTU11038	953
OTU4228	403
OTU593	2560
OTU27764	21
OTU23072	22
OTU7577	87
OTU11118	21
OTU1177	503
OTU19590	8
OTU2511	1634
OTU14469	23
OTU25168	26
OTU7976	391
OTU7816	23
OTU3222	122
OTU9881	377
OTU6157	508
OTU4994	107
OTU5182	150
OTU7956	296
OTU6755	48
OTU10652	37
OTU20748	214
OTU4805	90
OTU2871	185
OTU26857	40
OTU4541	101
OTU8219	239
OTU10262	29
OTU3821	114
OTU6356	98
OTU1503	313
OTU2665	550
OTU7570	96
OTU6526	48
OTU23171	231
OTU8584	47
OTU22218	7
OTU14245	6
OTU3228	180
OTU7152	33
OTU11178	349
OTU8357	400
OTU25082	36
OTU2731	675
OTU18773	5
OTU5131	134
OTU1989	504
OTU3830	193
OTU376	1752
OTU3430	372
OTU788	1382
OTU1321	1689
OTU2083	532
OTU6258	76
OTU4090	150
OTU1405	723
OTU17651	6
OTU4644	92
OTU3231	153
OTU25652	268
OTU14598	29
OTU4491	143
OTU6704	292
OTU25171	2
OTU2317	1051
OTU8091	49
OTU3156	512
OTU7041	65
OTU4812	212
OTU3029	259
OTU4212	131
OTU4739	349
OTU2184	661
OTU3894	317
OTU6575	103
OTU8420	54
OTU2210	3128
OTU8563	76
OTU10601	60
OTU6226	98
OTU5052	111
OTU11516	23
OTU8446	78
OTU11608	100
OTU12387	18
OTU9422	229
OTU8770	49
OTU8192	193
OTU15823	5
OTU14488	9
OTU1959	229
OTU3607	116
OTU1791	367
OTU16474	10
OTU4835	679
OTU21267	34
OTU8820	55
OTU1358	463
OTU16447	9
OTU16693	17
OTU3103	137
OTU4326	138
OTU265	3088
OTU26453	4
OTU6284	58
OTU5111	56
OTU25421	226
OTU26553	210
OTU9184	24
OTU13210	147
OTU11361	18
OTU14061	47
OTU6541	45
OTU25228	27
OTU3174	124
OTU2756	283
OTU3299	285
OTU10243	18
OTU18151	186
OTU3313	86
OTU5465	44
OTU2229	267
OTU10119	187
OTU1065	1299
OTU14099	207
OTU7015	128
OTU3710	421
OTU6370	53
OTU9785	115
OTU2482	830
OTU25187	4
OTU2734	296
OTU9545	56
OTU25189	7
OTU19570	13
OTU2627	316
OTU12471	204
OTU5212	94
OTU283	5309
OTU2069	659
OTU8327	25
OTU1440	338
OTU7854	325
OTU6254	259
OTU16468	9
OTU2191	669
OTU8436	167
OTU2642	1604
OTU880	1043
OTU11984	18
OTU7967	55
OTU11787	72
OTU23573	45
OTU5098	202
OTU22276	177
OTU4814	209
OTU3464	392
OTU19367	2
OTU24445	45
OTU2675	319
OTU17355	62
OTU24971	4
OTU4784	165
OTU8212	68
OTU11267	159
OTU3154	146
OTU22808	9
OTU6287	73
OTU8760	127
OTU19761	8
OTU10195	101
OTU9340	670
OTU2148	195
OTU6752	178
OTU3026	154
OTU10137	78
OTU25573	859
OTU17436	8
OTU3406	192
OTU6795	46
OTU22038	170
OTU8301	34
OTU15902	11
OTU1129	834
OTU13816	619
OTU10827	33
OTU3715	64
OTU11652	229
OTU18593	30
OTU2311	542
OTU13995	15
OTU19064	7
OTU7904	107
OTU7254	31
OTU5872	173
OTU3362	717
OTU7116	23
OTU11179	41
OTU5372	95
OTU10585	60
OTU17622	60
OTU1908	307
OTU7147	83
OTU25776	25
OTU18907	20
OTU6590	56
OTU843	852
OTU6199	202
OTU15734	21
OTU2984	235
OTU7036	81
OTU8862	42
OTU11903	75
OTU24466	10
OTU7099	125
OTU15991	110
OTU10217	39
OTU8826	107
OTU1519	665
OTU1004	844
OTU5680	120
OTU12496	17
OTU9522	45
OTU4652	435
OTU23504	200
OTU7927	96
OTU1359	1046
OTU25622	487
OTU14486	13
OTU4333	145
OTU9085	61
OTU9313	474
OTU10559	22
OTU6012	141
OTU1864	202
OTU4310	64
OTU3698	290
OTU14771	74
OTU5231	43
OTU7765	69
OTU2287	730
OTU25166	27
OTU5601	215
OTU2177	345
OTU5689	170
OTU6100	42
OTU280	1923
OTU13461	251
OTU5543	111
OTU3871	158
OTU2928	256
OTU964	537
OTU19593	137
OTU14857	8
OTU7417	206
OTU24068	73
OTU5859	135
OTU2319	198
OTU8007	77
OTU7483	228
OTU12437	28
OTU782	1301
OTU26425	380
OTU5986	90
OTU21996	176
OTU1612	1375
OTU22999	8
OTU10146	257
OTU2115	262
OTU3873	141
OTU10207	156
OTU6797	209
OTU10020	81
OTU1427	536
OTU4694	145
OTU2728	178
OTU20776	14
OTU9029	69
OTU17930	15
OTU6938	198
OTU2724	438
OTU1770	1212
OTU8637	64
OTU19704	6
OTU26861	22
OTU13841	232
OTU24361	103
OTU8724	176
OTU15550	26
OTU12553	127
OTU28169	4
OTU6597	34
OTU6490	109
OTU2420	549
OTU1003	1098
OTU1232	1207
OTU12660	428
OTU6776	33
OTU24742	5
OTU19159	35
OTU7639	81
OTU4511	113
OTU22906	13
OTU2948	235
OTU18757	47
OTU10787	22
OTU18910	32
OTU1457	410
OTU6059	66
OTU14224	856
OTU2820	209
OTU18506	27
OTU5014	81
OTU14393	21
OTU7711	91
OTU2810	544
OTU8704	76
OTU1477	423
OTU25069	7295
OTU9727	13
OTU5775	286
OTU25157	6
OTU13571	35
OTU18361	415
OTU2619	139
OTU4845	217
OTU4729	115
OTU2374	646
OTU5635	46
OTU18798	11
OTU15912	51
OTU7115	387
OTU10562	14
OTU3394	102
OTU13390	35
OTU19269	23
OTU15651	54
OTU1338	608
OTU1383	593
OTU5298	382
OTU19600	5
OTU19667	131
OTU902	880
OTU9851	66
OTU13924	11
OTU19899	51
OTU4342	404
OTU19186	316
OTU2742	168
OTU13431	173
OTU441	2091
OTU15181	41
OTU2460	163
OTU5930	43
OTU15857	17
OTU1422	468
OTU9574	162
OTU16222	107
OTU1361	713
OTU12144	36
OTU8441	35
OTU10934	14
OTU7896	551
OTU12333	60
OTU21071	57
OTU6535	59
OTU13893	36
OTU4982	48
OTU3146	209
OTU13335	47
OTU8959	49
OTU7219	60
OTU7653	45
OTU7217	54
OTU20454	464
OTU15800	24
OTU1709	290
OTU22605	18
OTU16418	116
OTU1476	352
OTU21799	293
OTU7257	174
OTU8771	40
OTU24400	101
OTU18517	14
OTU5732	133
OTU12393	205
OTU5684	64
OTU7735	35
OTU5021	191
OTU3280	183
OTU4004	136
OTU22514	44
OTU4423	140
OTU2839	380
OTU3867	120
OTU3756	235
OTU8243	14
OTU10342	32
OTU14975	185
OTU23770	14
OTU6566	182
OTU18131	5
OTU9170	50
OTU672	992
OTU4973	123
OTU8885	391
OTU10974	16
OTU11206	25
OTU8289	90
OTU10426	32
OTU3133	241
OTU15039	18
OTU13226	17
OTU2028	349
OTU4604	258
OTU11476	32
OTU11587	20
OTU12720	37
OTU4803	121
OTU20709	2331
OTU6255	156
OTU5645	228
OTU13013	133
OTU9715	45
OTU3930	89
OTU6060	125
OTU4897	85
OTU2787	175
OTU6519	104
OTU22715	78
OTU1879	275
OTU669	1120
OTU24898	72
OTU20256	873
OTU9607	34
OTU6358	48
OTU5893	293
OTU5270	47
OTU15859	49
OTU10295	49
OTU22079	7
OTU6114	124
OTU3791	157
OTU9753	110
OTU20546	46
OTU18451	446
OTU20956	362
OTU10454	49
OTU24088	3
OTU1521	649
OTU3169	168
OTU993	662
OTU17108	15
OTU24310	5
OTU5534	322
OTU7724	166
OTU4837	94
OTU2278	328
OTU13614	7
OTU274	2199
OTU3632	176
OTU28204	6
OTU383	1780
OTU1919	658
OTU4914	165
OTU14888	14
OTU27923	93
OTU24383	4
OTU5937	46
OTU1900	527
OTU713	913
OTU22864	14
OTU4129	280
OTU4683	106
OTU4207	77
OTU8186	45
OTU2277	731
OTU10566	53
OTU19087	8
OTU7974	56
OTU4529	103
OTU12918	72
OTU2940	369
OTU21045	11
OTU14253	29
OTU7643	102
OTU16647	400
OTU14349	19
OTU18448	31
OTU8935	95
OTU5476	39
OTU10777	283
OTU6458	217
OTU16475	12
OTU7809	64
OTU6633	65
OTU4240	167
OTU24940	611
OTU334	1776
OTU2193	181
OTU5887	771
OTU22324	371
OTU18724	4
OTU16961	6
OTU2778	292
OTU5469	179
OTU21832	3
OTU25769	24
OTU13795	15
OTU7799	33
OTU3724	78
OTU8509	50
OTU19070	8
OTU13246	32
OTU5963	527
OTU1981	569
OTU2740	277
OTU2640	173
OTU5869	120
OTU18301	352
OTU7128	37
OTU1438	477
OTU9250	298
OTU9970	47
OTU1707	633
OTU6331	87
OTU5246	159
OTU5018	165
OTU19980	6
OTU3119	225
OTU12692	17
OTU18312	26
OTU2529	988
OTU25801	97
OTU1777	454
OTU10928	25
OTU20757	265
OTU5999	81
OTU6159	65
OTU18319	48
OTU19275	8
OTU3685	122
OTU12735	31
OTU3808	72
OTU2897	364
OTU19844	758
OTU10676	48
OTU11861	36
OTU13195	16
OTU2161	442
OTU912	1853
OTU2384	230
OTU11998	70
OTU7290	56
OTU19177	15
OTU14067	11
OTU23217	159
OTU5325	128
OTU23020	59
OTU7029	112
OTU6734	310
OTU3792	88
OTU6306	36
OTU2468	166
OTU11870	118
OTU9421	29
OTU18179	32
OTU26335	7
OTU4787	84
OTU4251	117
OTU18277	15
OTU9261	116
OTU25185	36
OTU3389	277
OTU16506	6
OTU1146	1410
OTU6078	85
OTU5104	230
OTU22719	26
OTU1296	732
OTU6695	80
OTU22440	1025
OTU16031	11
OTU7407	65
OTU6942	108
OTU5473	212
OTU4761	126
OTU3790	302
OTU5070	141
OTU3807	105
OTU7710	271
OTU4780	336
OTU5992	89
OTU26652	3
OTU258	4958
OTU16337	15
OTU2637	307
OTU2758	275
OTU18703	18
OTU8224	44
OTU4487	260
OTU1408	330
OTU7858	36
OTU5966	95
OTU3746	888
OTU5798	153
OTU18136	16
OTU5275	100
OTU8361	36
OTU24465	7
OTU3456	126
OTU2526	203
OTU21927	9
OTU6056	155
OTU7178	92
OTU22107	14
OTU5554	327
OTU2205	254
OTU12792	50
OTU23900	9
OTU2410	248
OTU2823	119
OTU3663	292
OTU1533	776
OTU6143	112
OTU5818	181
OTU3043	242
OTU14148	395
OTU12181	13
OTU3999	145
OTU17122	191
OTU2942	234
OTU3978	215
OTU14748	10
OTU8871	136
OTU10333	30
OTU5502	218
OTU2306	644
OTU18267	23
OTU15266	29
OTU4571	181
OTU3537	469
OTU9605	347
OTU19558	47
OTU16808	8
OTU7325	93
OTU25186	6
OTU14228	10
OTU7758	35
OTU10719	41
OTU23415	17
OTU2284	599
OTU14616	31
OTU6493	117
OTU5059	122
OTU3204	363
OTU8553	96
OTU9385	28
OTU13436	33
OTU4009	144
OTU1120	812
OTU13439	37
OTU7685	19
OTU11455	64
OTU24326	2
OTU4524	665
OTU15354	522
OTU1431	393
OTU10993	52
OTU24771	20
OTU13056	38
OTU26580	20
OTU9073	30
OTU4629	312
OTU3429	292
OTU5147	152
OTU9692	59
OTU23730	10
OTU5547	64
OTU22109	11
OTU1140	606
OTU10462	13
OTU24638	158
OTU10673	103
OTU15923	151
OTU1718	1180
OTU3333	122
OTU6985	104
OTU1228	721
OTU25463	10
OTU11321	29
OTU1362	338
OTU1309	828
OTU5942	58
OTU15621	30
OTU18441	14
OTU5774	53
OTU13986	15
OTU12970	459
OTU8712	93
OTU7776	60
OTU2109	287
OTU5814	85
OTU21536	60
OTU13183	90
OTU6522	64
OTU4539	244
OTU4505	666
OTU16390	14
OTU1127	433
OTU10973	170
OTU3404	267
OTU8348	52
OTU9216	104
OTU8397	74
OTU823	583
OTU5016	79
OTU8655	94
OTU22992	113
OTU8846	21
OTU4834	76
OTU5191	55
OTU22105	2
OTU3254	297
OTU12757	279
OTU24588	4
OTU9284	16
OTU9244	66
OTU13945	21
OTU25190	52
OTU6983	470
OTU2155	278
OTU4404	99
OTU7075	61
OTU18797	18
OTU14554	11
OTU5841	63
OTU3776	147
OTU21016	4
OTU19478	288
OTU13488	13
OTU11229	27
OTU16583	4
OTU22140	27
OTU1538	384
OTU15272	17
OTU14726	284
OTU10528	11
OTU10482	99
OTU939	886
OTU319	1704
OTU19197	13
OTU2051	1232
OTU15589	43
OTU23283	7
OTU6553	99
OTU28010	129
OTU17679	9
OTU26911	181
OTU1850	303
OTU8700	25
OTU3806	160
OTU7056	765
OTU17220	29
OTU5598	102
OTU7630	91
OTU3567	446
OTU10778	24
OTU18594	4
OTU8817	36
OTU2463	219
OTU22112	2
OTU6422	51
OTU7549	862
OTU8290	42
OTU3707	245
OTU9649	108
OTU684	769
OTU2431	314
OTU1841	249
OTU14530	151
OTU1687	657
OTU3243	323
OTU6032	111
OTU1494	422
OTU9226	61
OTU10013	14
OTU1024	635
OTU2591	391
OTU6058	144
OTU22072	8
OTU5981	91
OTU756	804
OTU2407	232
OTU5927	41
OTU4522	184
OTU15155	56
OTU9407	63
OTU3298	153
OTU15444	9
OTU19156	4
OTU4253	170
OTU11078	25
OTU8476	21
OTU2294	547
OTU4913	109
OTU4079	75
OTU12446	104
OTU3545	439
OTU10036	34
OTU16298	25
OTU17606	25
OTU15531	18
OTU17059	143
OTU8125	107
OTU28166	4
OTU10153	305
OTU5364	166
OTU1725	670
OTU22144	14
OTU11753	20
OTU6716	56
OTU4084	296
OTU7006	73
OTU15160	109
OTU11971	52
OTU14917	119
OTU1728	535
OTU2220	567
OTU4576	115
OTU2809	163
OTU11448	31
OTU2982	186
OTU2648	227
OTU22593	8
OTU11225	120
OTU2831	285
OTU26986	3
OTU2964	253
OTU1939	616
OTU5035	185
OTU4220	78
OTU12539	16
OTU10260	68
OTU13008	23
OTU19049	5
OTU1829	705
OTU11698	93
OTU10932	87
OTU4466	305
OTU18754	16
OTU16521	537
OTU2851	317
OTU3242	161
OTU5801	87
OTU7586	53
OTU1647	462
OTU9019	170
OTU3747	165
OTU4553	192
OTU5803	86
OTU5033	366
OTU5192	82
OTU3778	90
OTU16029	26
OTU20058	52
OTU25436	5
OTU8242	153
OTU14210	36
OTU25317	12
OTU6870	108
OTU3628	93
OTU6194	30
OTU14692	249
OTU8956	34
OTU19176	7
OTU19583	146
OTU10422	17
OTU18729	16
OTU3410	379
OTU3054	172
OTU8410	30
OTU5984	47
OTU8379	91
OTU14931	27
OTU1987	564
OTU2386	384
OTU2330	815
OTU5078	77
OTU1499	927
OTU8118	56
OTU7474	72
OTU2566	171
OTU13416	283
OTU20506	28
OTU8465	195
OTU24150	40
OTU8915	88
OTU4145	227
OTU12107	30
OTU4685	155
OTU8722	89
OTU3779	454
OTU19315	528
OTU4958	218
OTU6910	54
OTU15495	318
OTU4799	57
OTU10075	20
OTU15192	42
OTU3087	308
OTU21913	5
OTU17430	393
OTU15027	9
OTU4194	203
OTU6941	51
OTU23429	547
OTU4614	159
OTU3326	382
OTU3147	461
OTU14761	45
OTU3614	99
OTU8241	32
OTU11794	16
OTU4483	127
OTU16214	21
